danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.547,0.698,7,-7.686,1,0.0384,0.218,0.000132,0.211,0.574,87.467,330600,4,symphonic rock
0.298,0.612,3,-9.002,0,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,262200,4,metal
0.652,0.94,2,-7.927,1,0.0776,0.0398,0.782,0.0567,0.72,91.242,246293,4,psychedelic rock
0.273,0.537,2,-9.612,1,0.0306,0.0241,0.0,0.0922,0.232,81.814,287320,4,hard rock
0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,220573,4,soft rock
0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,194147,4,soft rock
0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4,rock
0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173,4,rock
0.609,0.807,9,-8.286,1,0.0559,0.015,0.00123,0.37,0.754,121.768,216693,4,hard rock
0.589,0.768,9,-11.493,1,0.0417,0.104,0.0,0.0897,0.694,109.127,216693,4,album rock
0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,292173,1,rock
0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,236093,4,album rock
0.354,0.318,2,-9.974,1,0.034,0.343,0.0389,0.113,0.281,81.854,323360,4,rock
0.515,0.878,0,-6.808,1,0.0707,4.7e-05,0.000349,0.138,0.371,131.268,303293,4,glam metal
0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,4,soft rock
0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4,rock
0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,4,album rock
0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4,symphonic rock
0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,354640,4,rock
0.517,0.447,7,-12.483,1,0.0418,0.000573,0.00118,0.144,0.894,134.755,310267,4,album rock
0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4,symphonic rock
0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373,4,glam rock
0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,4,symphonic rock
0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,265893,4,rock
0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800,4,soft rock
0.475,0.576,9,-13.059,1,0.0312,0.0218,0.0221,0.391,0.524,96.378,397773,4,metal
0.511,0.644,4,-12.191,1,0.0352,0.173,6.17e-05,0.0928,0.828,128.067,207667,4,hard rock
0.552,0.552,11,-9.736,0,0.0364,0.052,0.0,0.046,0.593,208.571,269760,4,album rock
0.689,0.789,2,-8.565,1,0.0359,0.0684,0.000516,0.297,0.631,110.739,240667,4,album rock
0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.173,260867,4,yacht rock
0.407,0.955,2,-4.164,1,0.164,0.0251,0.0,0.347,0.508,177.48,201107,4,hard rock
0.272,0.876,4,-7.135,0,0.0397,4.18e-05,0.0191,0.146,0.585,102.718,591693,4,heartland rock
0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,4,yacht rock
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4,yacht rock
0.577,0.676,8,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,245267,4,hard rock
0.462,0.628,7,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760,4,metal
0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,4,rock
0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4,piano rock
0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,330643,4,psychedelic rock
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,yacht rock
0.495,0.609,7,-9.902,1,0.0339,0.42,0.0,0.187,0.33,135.671,257440,4,glam metal
0.498,0.723,10,-8.053,1,0.05,0.238,0.0,0.353,0.882,153.227,324040,4,yacht rock
0.329,0.941,9,-7.687,1,0.084,0.00376,0.00525,0.0791,0.77,171.632,251320,4,hard rock
0.579,0.654,1,-12.421,0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,216467,4,album rock
0.49,0.776,9,-7.367,1,0.033,0.000239,0.00911,0.0881,0.709,160.052,255520,4,symphonic rock
0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,194750,4,pop
0.407,0.416,6,-8.915,0,0.174,0.656,0.0,0.0981,0.246,176.947,175467,4,post-teen pop
0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161,4,talent show
0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,social media pop
0.476,0.652,2,-4.546,0,0.104,0.23,0.0,0.136,0.47,190.118,184659,3,social media pop
0.752,0.698,11,-6.53,1,0.306,0.52,0.0,0.211,0.347,132.058,159453,4,electropop
0.568,0.73,4,-5.343,1,0.179,0.0998,0.0,0.24,0.369,185.956,188664,4,indie poptimism
0.716,0.316,1,-6.902,0,0.0505,0.746,0.0,0.104,0.243,73.037,203731,4,uk pop
0.544,0.738,6,-4.944,1,0.106,0.368,0.0,0.0993,0.41,146.976,161085,4,indie cafe pop
0.616,0.45,6,-9.832,1,0.114,0.529,1.58e-06,0.0926,0.195,123.851,207510,4,uk pop
0.69,0.663,8,-5.248,0,0.0352,0.106,0.0,0.0659,0.285,122.041,213695,4,alt z
0.477,0.128,2,-14.567,1,0.0707,0.928,0.0,0.0875,0.38,88.917,238576,4,indie cafe pop
0.407,0.292,3,-7.621,1,0.0773,0.855,0.0,0.117,0.0772,78.412,178896,4,alt z
0.747,0.573,11,-6.562,0,0.295,0.268,0.0,0.302,0.551,90.036,142766,4,alt z
0.492,0.577,0,-6.653,0,0.234,0.355,0.0,0.136,0.262,138.827,177792,5,alt z
0.603,0.512,10,-6.687,0,0.0402,0.454,0.00014,0.154,0.271,145.91,200267,4,indie poptimism
0.629,0.327,11,-8.285,1,0.029,0.761,2.96e-05,0.103,0.381,74.953,197732,4,pop
0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,4,alt z
0.675,0.72,1,-4.768,0,0.21,0.033,1.3e-05,0.0311,0.593,168.039,190547,4,indie poptimism
0.835,0.505,8,-5.834,0,0.168,0.286,0.00219,0.198,0.665,118.021,178983,4,indie poptimism
0.805,0.429,6,-7.398,1,0.0512,0.222,2.2e-06,0.365,0.553,107.009,205371,4,indie poptimism
0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4,alt z
0.716,0.704,9,-4.846,1,0.0474,0.0547,0.0,0.183,0.644,89.013,188368,4,alt z
0.51,0.229,6,-11.394,1,0.0352,0.86,3.03e-05,0.118,0.107,93.309,175321,4,canadian pop
0.713,0.639,7,-5.231,1,0.243,0.386,0.0,0.177,0.625,166.732,174600,4,uk pop
0.698,0.611,10,-6.754,0,0.0686,0.571,5.3e-06,0.0587,0.507,130.098,190000,4,alt z
0.509,0.636,2,-5.811,1,0.0453,0.635,0.000127,0.613,0.302,94.135,200702,4,bedroom pop
0.704,0.664,9,-3.209,0,0.0468,0.141,0.0,0.107,0.533,99.963,241893,4,indie poptimism
0.59,0.459,11,-6.089,1,0.0541,0.606,0.000544,0.142,0.62,184.204,204707,4,alt z
0.731,0.362,2,-9.341,1,0.119,0.293,0.0,0.11,0.652,92.935,149692,4,alt z
0.749,0.657,10,-9.077,0,0.0384,0.223,3.06e-05,0.0714,0.744,123.975,187742,4,alt z
0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,184638,1,indie cafe pop
0.433,0.478,2,-6.641,1,0.0725,0.191,0.0,0.32,0.173,179.98,230000,4,pop
0.544,0.272,1,-10.653,1,0.0373,0.891,2.98e-06,0.212,0.398,93.465,224681,4,alt z
0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,160289,4,pop
0.636,0.243,2,-9.509,1,0.04,0.815,0.0,0.111,0.239,142.016,163547,4,indie cafe pop
0.642,0.749,11,-3.793,0,0.0507,0.127,0.0,0.109,0.725,145.915,195616,4,alt z
0.674,0.593,11,-6.47,0,0.0582,0.201,0.000529,0.209,0.464,116.995,233077,4,vapor soul
0.56,0.315,10,-8.532,0,0.05,0.734,1.26e-06,0.105,0.138,78.06,260852,4,viral pop
0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,167538,5,alt z
0.639,0.837,1,-5.445,1,0.0849,0.139,1.4e-06,0.301,0.621,167.161,196325,4,alt z
0.57,0.689,7,-6.242,1,0.147,0.358,0.0,0.0819,0.568,100.087,196844,4,indie cafe pop
0.427,0.398,0,-9.553,0,0.0536,0.453,0.00479,0.0903,0.114,139.249,208053,4,vapor soul
0.742,0.417,0,-8.581,0,0.0491,0.28,1.88e-05,0.111,0.334,95.016,206855,4,alt z
0.702,0.597,2,-7.067,1,0.207,0.587,3.62e-06,0.112,0.383,85.016,181852,4,alt z
0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,4,post-teen pop
0.333,0.538,4,-8.653,1,0.0325,0.557,0.0,0.0977,0.63,149.377,204000,4,alt z
0.743,0.548,6,-7.136,1,0.18,0.591,2.1e-06,0.0944,0.755,147.974,183187,4,alt z
0.761,0.554,0,-4.583,1,0.0432,0.226,0.000232,0.181,0.381,145.015,188505,4,alt z
0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,219268,4,alt z
0.615,0.557,8,-7.306,1,0.0477,0.0243,0.0,0.206,0.519,97.04,175129,4,alt z
0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,176853,4,uk pop
0.627,0.472,4,-4.083,0,0.0588,0.144,0.0,0.0851,0.188,168.017,213159,4,uk pop
0.728,0.428,3,-7.368,0,0.0469,0.869,0.0,0.1,0.434,98.024,164133,4,alt z
0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4,pop
0.9,0.527,7,-5.445,1,0.0449,0.0291,0.000536,0.31,0.702,104.978,217566,4,uk pop
0.619,0.563,3,-6.922,1,0.123,0.54,0.0,0.213,0.527,130.981,142830,3,indie pop
0.6,0.412,5,-9.343,0,0.344,0.615,0.0026,0.134,0.408,113.05,225882,5,indie poptimism
0.32,0.5,3,-7.979,1,0.0994,0.134,0.0,0.108,0.142,91.361,202600,4,electropop
0.429,0.654,4,-5.775,0,0.255,0.00967,0.0,0.0758,0.354,89.96,161155,4,australian pop
0.483,0.27,1,-11.902,1,0.266,0.906,0.0,0.12,0.33,78.49,171960,4,alt z
0.685,0.597,7,-7.955,0,0.279,0.0163,0.0,0.398,0.504,140.03,217391,4,alt z
0.664,0.543,1,-8.067,0,0.209,0.011,4.11e-05,0.0779,0.468,159.889,175000,4,alt z
0.628,0.606,10,-6.67,0,0.0833,0.0365,0.0,0.275,0.431,144.877,188000,4,alt z
0.708,0.67,4,-5.695,1,0.0626,0.425,0.0,0.0882,0.803,93.952,182743,4,alt z
0.726,0.782,1,-5.592,1,0.0662,0.087,6.2e-06,0.0315,0.683,96.028,175547,4,alt z
0.686,0.677,1,-7.064,1,0.162,0.153,0.0,0.0906,0.365,114.988,187800,4,alt z
0.611,0.701,6,-5.235,1,0.0248,0.0109,9.83e-06,0.0994,0.604,142.027,229656,4,electropop
0.593,0.651,1,-4.425,0,0.0508,0.000115,0.0,0.0655,0.345,86.085,152900,4,indie poptimism
0.723,0.127,5,-9.461,1,0.0459,0.825,0.0,0.0916,0.377,92.153,157174,3,canadian pop
0.803,0.446,2,-8.595,1,0.285,0.227,0.0,0.106,0.536,120.163,207333,4,uk pop
0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3,alt z
0.7,0.561,7,-7.121,1,0.0303,0.0154,0.000164,0.215,0.434,86.036,198837,4,vapor soul
0.806,0.441,5,-9.599,1,0.197,0.0277,0.0,0.453,0.804,114.927,143500,4,alt z
0.801,0.41,10,-12.734,1,0.237,0.35,1.45e-06,0.107,0.442,104.935,158469,4,indiecoustica
0.672,0.625,7,-5.068,0,0.0468,0.0774,0.0,0.0934,0.423,120.038,208729,4,uk pop
0.409,0.332,11,-11.994,1,0.0331,0.721,0.00945,0.292,0.487,91.747,150010,4,alt z
0.708,0.249,11,-14.498,1,0.0373,0.896,0.000229,0.215,0.423,104.999,201143,4,indie poptimism
0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,4,alt z
0.697,0.521,5,-6.519,1,0.031,0.243,0.0,0.189,0.331,91.998,208486,4,australian pop
0.599,0.432,5,-6.097,1,0.0451,0.62,0.00773,0.105,0.615,106.824,175777,5,metropopolis
0.48,0.464,9,-8.733,1,0.269,0.0372,0.0,0.235,0.363,90.974,207387,5,alt z
0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,178800,4,social media pop
0.656,0.436,2,-10.382,1,0.0542,0.424,0.000114,0.111,0.111,97.881,167463,4,alt z
0.529,0.351,1,-12.484,1,0.0368,0.543,0.0,0.0851,0.529,147.815,199981,4,indie cafe pop
0.646,0.595,10,-6.709,0,0.0512,0.00457,5.79e-06,0.0527,0.772,73.973,238880,4,canadian pop
0.375,0.461,9,-6.202,1,0.0279,0.627,0.0,0.386,0.233,75.217,223270,4,post-teen pop
0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4,electropop
0.321,0.705,7,-5.41,1,0.0943,0.17,0.0,0.0514,0.302,62.013,184923,4,alt z
0.402,0.425,11,-6.987,0,0.0417,0.269,4.96e-06,0.0666,0.316,145.048,278169,4,alt z
0.739,0.471,0,-7.554,0,0.0751,0.632,0.0,0.346,0.594,106.989,191182,4,alt z
0.762,0.885,1,-5.321,1,0.175,0.0196,9.44e-05,0.205,0.642,124.994,142200,4,alt z
0.55,0.363,5,-7.326,1,0.0336,0.534,0.0,0.128,0.286,121.94,230293,4,indie poptimism
0.798,0.593,1,-7.296,1,0.047,0.127,0.0,0.0914,0.934,110.027,148315,4,alt z
0.696,0.798,4,-5.541,1,0.0578,0.0862,0.0,0.384,0.817,107.018,150793,4,indie poptimism
0.616,0.663,6,-5.056,0,0.0403,0.0988,0.0,0.161,0.184,94.02,223592,4,alt z
0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,213612,4,indie pop
0.91,0.402,1,-9.55,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993,216267,4,alt z
0.655,0.74,2,-4.081,1,0.274,0.14,0.0,0.106,0.543,182.105,202221,4,post-teen pop
0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4,pop
0.774,0.794,5,-4.446,0,0.0358,0.00824,0.00317,0.08,0.724,120.002,347880,4,new rave
0.612,0.939,10,-4.206,0,0.0412,0.0763,0.119,0.749,0.543,125.981,277360,4,new rave
0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,4,new rave
0.403,0.743,0,-5.254,1,0.0447,6.46e-05,7.52e-05,0.526,0.392,136.013,226467,4,new rave
0.469,0.823,9,-3.948,0,0.0583,0.000613,0.000829,0.185,0.136,122.316,387640,4,new rave
0.77,0.768,4,-7.542,0,0.0367,0.0139,0.0235,0.0469,0.814,103.997,318462,4,new rave
0.658,0.714,6,-4.84,1,0.18,0.00458,0.00725,0.0914,0.829,97.104,196280,4,new rave
0.562,0.927,5,-2.461,1,0.0362,0.0137,8.99e-06,0.457,0.262,126.999,266560,4,new rave
0.831,0.45,9,-5.785,0,0.0426,0.000381,0.000202,0.0825,0.898,121.982,188080,4,new rave
0.709,0.831,2,-6.847,0,0.0391,0.108,0.00128,0.159,0.866,104.971,227067,4,new rave
0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579,345560,4,new rave
0.614,0.876,8,-5.519,1,0.0377,0.00427,0.756,0.365,0.125,117.016,285039,4,new rave
0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,536471,4,new rave
0.521,0.951,10,-3.83,0,0.0338,0.0212,1.4e-05,0.0991,0.883,135.034,218093,4,new rave
0.526,0.768,4,-5.966,0,0.0323,0.00883,1.06e-05,0.183,0.699,120.31,276493,4,new rave
0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,165120,4,new rave
0.699,0.784,10,-5.205,0,0.0329,0.0726,0.00735,0.192,0.702,119.987,211183,4,new rave
0.604,0.952,10,-3.423,0,0.0373,0.177,0.881,0.0874,0.505,112.844,323853,4,new rave
0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,263427,4,new rave
0.607,0.734,10,-7.622,1,0.0445,0.0906,0.812,0.0925,0.569,147.941,288307,4,new rave
0.904,0.837,10,-5.729,1,0.0394,0.241,0.453,0.0901,0.809,120.0,286093,4,new rave
0.719,0.895,9,-4.93,0,0.0441,0.00767,0.00117,0.0317,0.96,134.863,308720,4,new rave
0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4,indietronica
0.45,0.81,9,-3.933,0,0.0474,0.000734,0.000392,0.431,0.447,150.039,255747,4,new rave
0.689,0.657,2,-10.419,0,0.0449,0.00843,0.459,0.15,0.802,116.872,216600,4,new rave
0.705,0.718,1,-6.625,0,0.0463,0.0094,0.0757,0.0695,0.454,112.001,465333,4,new rave
0.739,0.82,5,-6.099,0,0.0889,0.00823,0.0,0.2,0.775,127.984,228027,4,new rave
0.626,0.725,0,-8.394,1,0.0285,0.00221,0.686,0.116,0.522,121.017,400042,4,new rave
0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,4,new rave
0.649,0.753,8,-4.874,1,0.0319,0.0209,5.84e-05,0.105,0.46,87.989,231853,4,new rave
0.568,0.927,11,-3.215,1,0.0461,0.000245,0.00862,0.192,0.729,126.001,206200,4,new rave
0.565,0.77,6,-6.959,1,0.0332,0.0135,0.203,0.134,0.484,146.97,258093,4,new rave
0.555,0.851,6,-7.212,1,0.0282,2.84e-06,0.609,0.388,0.484,129.997,383653,4,new rave
0.44,0.488,0,-11.969,1,0.0391,0.344,0.592,0.123,0.152,115.08,313227,4,new rave
0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,242267,4,new rave
0.673,0.66,9,-5.981,1,0.0652,0.00429,1.24e-06,0.085,0.438,128.078,210027,4,new rave
0.611,0.937,7,-6.552,1,0.0455,0.00107,0.259,0.347,0.392,121.989,323560,4,new rave
0.721,0.758,11,-7.536,0,0.0372,0.671,0.891,0.133,0.864,150.825,191173,4,new rave
0.622,0.873,9,-4.255,0,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,264000,4,new rave
0.894,0.569,2,-7.144,1,0.0406,0.0378,9.88e-05,0.0636,0.827,110.005,251381,4,new rave
0.545,0.661,9,-7.078,0,0.0694,0.343,0.00557,0.224,0.196,200.112,214637,4,new rave
0.571,0.597,7,-8.348,1,0.027,0.00979,0.0489,0.194,0.541,104.984,229800,4,new rave
0.781,0.95,10,-4.27,1,0.0361,0.0247,0.0846,0.0457,0.966,131.002,247307,4,new rave
0.673,0.51,7,-8.469,1,0.0406,0.0172,0.22,0.0918,0.295,117.998,342000,4,new rave
0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813,4,indietronica
0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4,electropop
0.775,0.528,9,-7.756,1,0.0441,0.102,0.582,0.233,0.957,94.967,423747,4,new rave
0.969,0.658,0,-6.515,1,0.195,0.00366,0.814,0.105,0.739,109.975,180533,4,new rave
0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,208367,4,australian dance
0.48,0.676,4,-7.727,0,0.0631,0.00996,0.642,0.116,0.199,144.514,204373,4,new rave
0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994,383547,4,new rave
0.53,0.72,7,-4.507,1,0.0843,0.00683,0.0651,0.0929,0.926,167.956,134423,4,new rave
0.656,0.784,7,-6.389,0,0.0354,0.0338,0.233,0.175,0.802,108.245,271952,4,dream pop
0.578,0.892,10,-7.952,0,0.0441,0.000139,0.0111,0.215,0.892,150.253,196613,4,new rave
0.78,0.709,5,-8.331,1,0.0372,0.401,0.641,0.0683,0.643,127.99,305480,4,new rave
0.627,0.86,2,-7.646,1,0.0443,0.00207,0.0329,0.108,0.677,138.086,247173,4,new rave
0.628,0.918,10,-5.08,0,0.0411,0.00032,0.66,0.103,0.508,126.32,234240,4,new rave
0.548,0.876,0,-4.834,0,0.11,0.0712,0.000142,0.322,0.366,128.062,192853,4,new rave
0.822,0.655,9,-8.316,1,0.0363,0.205,0.000535,0.1,0.518,106.977,215387,4,electropop
0.478,0.927,0,-4.266,1,0.047,0.000343,0.0,0.359,0.775,125.346,217707,4,new rave
0.518,0.385,9,-11.13,0,0.0286,0.639,0.000532,0.093,0.264,100.877,405027,4,new rave
0.892,0.388,9,-10.843,0,0.0543,0.386,0.795,0.101,0.356,128.071,302227,4,electronica
0.835,0.578,5,-8.33,0,0.128,0.357,0.737,0.152,0.64,128.068,275719,4,new rave
0.363,0.787,7,-5.071,1,0.0429,0.00177,0.00446,0.531,0.201,175.919,279293,4,new rave
0.55,0.453,5,-13.359,0,0.0467,0.543,0.0158,0.0903,0.152,134.904,224600,4,new rave
0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107,4,indie rock
0.667,0.714,4,-5.276,0,0.344,0.00771,0.000153,0.271,0.615,124.935,323653,4,alternative dance
0.566,0.643,4,-5.915,0,0.0661,0.722,0.495,0.117,0.109,199.04,358053,4,alternative dance
0.728,0.809,11,-7.639,1,0.0437,0.361,0.941,0.128,0.528,116.002,221509,4,new rave
0.737,0.436,7,-9.146,1,0.0555,0.161,0.106,0.16,0.36,83.022,207038,4,new rave
0.747,0.875,1,-5.635,1,0.0282,0.00733,1.1e-06,0.184,0.913,115.967,185640,4,new rave
0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4,modern rock
0.596,0.554,5,-7.176,1,0.0266,0.331,0.0862,0.126,0.494,138.015,270707,4,metropopolis
0.728,0.771,5,-8.215,1,0.0411,0.0937,0.772,0.074,0.818,122.03,193773,4,new rave
0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573,4,new rave
0.595,0.817,6,-3.017,0,0.0466,0.0294,0.0,0.523,0.817,128.989,199213,4,electropop
0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,284400,4,electropop
0.805,0.442,8,-8.357,1,0.0549,0.0684,0.0126,0.14,0.371,111.991,235600,4,electronica
0.666,0.875,4,-6.82,1,0.0295,0.00251,0.0895,0.106,0.878,139.959,206960,4,new rave
0.701,0.815,0,-5.995,1,0.0381,0.0174,0.000627,0.0969,0.671,138.142,279027,4,indie rock
0.481,0.832,8,-5.784,1,0.0292,0.00016,1.03e-05,0.0932,0.395,138.035,246133,4,new rave
0.61,0.82,9,-5.035,1,0.0332,0.101,1.8e-06,0.212,0.776,152.091,195067,4,indietronica
0.47,0.696,9,-4.749,1,0.104,0.0659,3.85e-05,0.0962,0.802,169.976,205442,4,metropopolis
0.629,0.816,2,-5.631,0,0.061,0.011,0.0,0.112,0.42,121.988,174083,4,alternative dance
0.662,0.633,9,-7.711,0,0.165,0.022,0.00605,0.276,0.102,128.993,239640,4,new rave
0.717,0.571,10,-8.473,1,0.0298,0.537,0.386,0.101,0.549,119.989,336868,4,indie soul
0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,4,indietronica
0.522,0.785,5,-7.01,0,0.0409,0.0493,0.00119,0.158,0.189,94.191,324656,4,metropopolis
0.904,0.944,4,-2.626,1,0.138,0.0339,0.00592,0.075,0.931,131.599,250693,4,alternative dance
0.694,0.812,11,-6.473,0,0.0355,0.0666,0.000533,0.211,0.522,129.988,221693,4,new rave
0.863,0.865,7,-3.443,1,0.0405,0.00077,0.015,0.0651,0.68,124.846,235933,4,alternative dance
0.769,0.836,2,-4.621,1,0.266,0.089,2.83e-06,0.369,0.916,131.989,167493,4,filter house
0.459,0.786,0,-5.644,1,0.0333,0.00619,7.53e-06,0.081,0.24,171.054,296695,4,metropopolis
0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,0.317,120.043,234787,4,australian dance
0.722,0.727,7,-7.797,1,0.0382,0.00336,0.0104,0.0944,0.708,116.024,233337,4,filter house
0.782,0.622,2,-5.832,1,0.0411,0.288,0.53,0.58,0.921,106.022,368784,4,indie soul
0.551,0.985,6,-3.9,1,0.398,0.00125,0.13,0.47,0.242,125.814,171429,4,alternative dance
0.61,0.918,0,-4.817,1,0.0298,6.42e-05,0.0853,0.273,0.415,127.864,285533,4,alternative dance
0.793,0.688,2,-4.216,1,0.0328,0.079,0.0604,0.145,0.221,120.058,242773,4,electropop
0.933,0.539,10,-7.652,0,0.106,0.318,0.0,0.154,0.399,111.961,210307,4,new rave
0.796,0.543,1,-7.994,1,0.164,0.0486,0.00584,0.124,0.784,91.212,235213,4,hip hop
0.423,0.965,2,-2.011,1,0.166,0.0105,1.01e-05,0.234,0.719,90.564,197133,4,hip hop
0.752,0.818,7,-6.265,1,0.0798,0.0873,0.00165,0.112,0.431,142.363,285651,4,detroit hip hop
0.569,0.74,0,-6.235,1,0.283,0.251,2.68e-06,0.134,0.721,180.559,265827,4,alternative hip hop
0.801,0.757,7,-8.01,1,0.316,0.478,1.32e-05,0.163,0.607,88.025,276373,4,hip hop
0.619,0.561,5,-5.351,0,0.0494,0.0087,6.74e-05,0.304,0.285,90.36,336813,4,hip hop
0.65,0.9,1,-4.099,0,0.374,0.0252,0.0,0.176,0.659,89.788,206493,4,hip hop
0.543,0.694,1,-7.336,0,0.308,0.0636,2.51e-05,0.505,0.628,181.295,202107,4,alternative hip hop
0.618,0.711,2,-6.841,1,0.342,0.41,0.0,0.615,0.659,97.337,165693,4,alternative hip hop
0.662,0.928,2,-4.688,1,0.377,0.00324,0.0,0.17,0.775,90.509,227427,4,hip hop
0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,132147,3,west coast rap
0.661,0.9,11,-5.0,0,0.363,0.0306,0.0,0.0937,0.459,91.841,191720,4,queens hip hop
0.904,0.557,1,-6.717,1,0.34,0.133,0.00261,0.0926,0.819,90.844,163413,4,alternative hip hop
0.613,0.94,9,-5.566,1,0.198,0.00896,0.0,0.83,0.35,94.957,151773,4,hip hop
0.469,0.672,5,-9.23,0,0.244,0.202,0.0,0.852,0.682,99.471,285093,4,alternative hip hop
0.492,0.747,8,-6.606,0,0.135,0.156,1.72e-06,0.361,0.62,90.219,199879,4,alternative hip hop
